turn,correct,first_correct_turn,kl,wasserstein,tv,cosine,euclidean,margin_gain,surprisal_adj_belief_shift,log_odds_gain,entropy_before,entropy_after,entropy_delta,hybrid_score
5,0,-1,1.3638916015625,5.09136962890625,2.545654296875,4.4423828125,3.276611328125,1.8046875,5.45458984375,43.51953125,6.5322265625,3.57861328125,-2.95361328125,6.9883544921875
6,0,-1,1.6971435546875,6.128364562988281,3.064208984375,5.1826171875,3.928955078125,2.3232421875,6.78759765625,54.48828125,7.6689453125,3.797607421875,-3.871337890625,8.130471801757814
7,0,-1,2.1324462890625,7.16363525390625,3.581787109375,5.8955078125,4.593017578125,2.8408203125,8.52880859375,65.30859375,8.8076171875,4.065185546875,-4.742431640625,9.314257812500001
8,0,-1,2.5579833984375,8.190376281738281,4.095458984375,6.57861328125,5.267822265625,3.324951171875,10.22998046875,75.00390625,9.9228515625,4.396240234375,-5.526611328125,10.520120239257814
9,0,-1,2.667236328125,8.962989807128906,4.481689453125,7.39990234375,5.76416015625,3.711181640625,10.66748046875,80.48828125,11.0244140625,4.963134765625,-6.061279296875,11.602114868164062
10,0,-1,2.667236328125,8.962989807128906,4.481689453125,7.39990234375,5.76416015625,3.711181640625,10.66748046875,80.48828125,11.0244140625,4.963134765625,-6.061279296875,11.602114868164062
0,0,-1,0.092529296875,0.8260498046875,0.4130859375,0.72802734375,0.5244140625,-0.285888671875,0.37060546875,4.94140625,0.80908203125,1.193359375,0.38427734375,1.41376953125
1,0,-1,0.1067352294921875,1.0269775390625,0.5135498046875,1.71484375,0.64642333984375,-0.348388671875,0.427337646484375,6.9169921875,1.76220703125,2.28515625,0.52294921875,2.3170318603515625
2,0,-1,0.1165313720703125,1.2099609375,0.60504150390625,2.69921875,0.75238037109375,-0.31103515625,0.466583251953125,8.3974609375,2.95654296875,3.44140625,0.48486328125,3.2355682373046877
3,0,-1,0.127532958984375,1.444244384765625,0.72216796875,3.67138671875,0.89239501953125,-0.341552734375,0.5107421875,9.93359375,4.12060546875,4.572265625,0.45166015625,4.1802001953125
4,0,-1,0.14306640625,1.66680908203125,0.83343505859375,4.64501953125,1.03363037109375,-0.3291015625,0.57305908203125,11.6201171875,5.27001953125,5.6611328125,0.39111328125,5.098370361328126
5,0,-1,0.171844482421875,1.988372802734375,0.99420166015625,5.60400390625,1.20941162109375,-0.402587890625,0.68804931640625,14.5400390625,6.38134765625,6.9072265625,0.52587890625,6.16463623046875
6,0,-1,0.1748504638671875,2.12237548828125,1.06121826171875,6.5947265625,1.2894287109375,-0.433349609375,0.700164794921875,15.33154296875,7.48291015625,8.0146484375,0.53173828125,7.021505737304688
7,0,-1,0.2607879638671875,2.5406532287597656,1.27032470703125,7.5458984375,1.5584716796875,-0.224365234375,1.043914794921875,20.79638671875,8.59130859375,8.6748046875,0.08349609375,7.890672302246093
8,0,-1,0.271087646484375,2.7975196838378906,1.39874267578125,8.51904296875,1.704833984375,-0.291015625,1.0850830078125,22.50927734375,9.68310546875,9.787109375,0.10400390625,8.841535949707032
9,0,-1,0.414886474609375,3.6699867248535156,1.83502197265625,9.107421875,2.246337890625,-0.341552734375,1.6602783203125,28.47802734375,10.79541015625,10.990234375,0.19482421875,10.275483703613281
10,0,-1,0.414886474609375,3.6699867248535156,1.83502197265625,9.107421875,2.246337890625,-0.341552734375,1.6602783203125,28.47802734375,10.79541015625,10.990234375,0.19482421875,10.275483703613281
0,0,1,0.1695556640625,1.0894851684570312,0.544921875,0.6904296875,0.6845703125,-0.50390625,0.67919921875,11.0,0.257568359375,1.103515625,0.845947265625,1.5828887939453125
1,1,1,0.212432861328125,1.6422805786132812,0.8212890625,1.63134765625,1.01123046875,-0.7802734375,0.8507080078125,15.703125,0.884521484375,2.2294921875,1.344970703125,2.772299194335938
2,1,1,0.321746826171875,2.5032176971435547,1.251708984375,2.4560546875,1.552734375,-1.210693359375,1.2884521484375,24.046875,1.220703125,3.2939453125,2.0732421875,4.1703239440917965
3,1,1,0.384979248046875,3.099925994873047,1.550048828125,3.408203125,1.909912109375,-1.509033203125,1.5413818359375,32.453125,1.495849609375,4.2744140625,2.778564453125,5.328807067871094
4,1,1,0.3849372863769531,3.109294891357422,1.5547332763671875,4.408203125,1.9156265258789062,-1.504150390625,1.5412664413452148,32.87109375,1.777099609375,4.53759765625,2.760498046875,5.667726135253906
5,1,1,0.4337959289550781,3.6110916137695312,1.8057098388671875,5.3662109375,2.2359390258789062,-1.755126953125,1.7367010116577148,39.1875,2.05224609375,5.36376953125,3.3115234375,6.679388427734375
6,1,1,0.4345703125,3.6423873901367188,1.8213653564453125,6.3662109375,2.2551040649414062,-1.770751953125,1.739760398864746,40.509765625,2.321044921875,5.693115234375,3.3720703125,7.068746185302735
7,1,1,0.5411376953125,4.4742889404296875,2.2373809814453125,7.18359375,2.8049087524414062,-2.186767578125,2.165541648864746,48.150390625,2.612060546875,6.635009765625,4.02294921875,8.388591766357422
8,1,1,1.2374267578125,6.273015975952148,3.1367950439453125,7.27325439453125,4.028541564941406,-2.262939453125,4.950697898864746,61.462890625,2.884033203125,7.139404296875,4.25537109375,10.244325256347656
9,1,1,1.253631591796875,6.511026382446289,3.2558135986328125,8.26837158203125,4.170631408691406,-2.382080078125,5.015517234802246,66.849609375,3.141845703125,7.760986328125,4.619140625,10.942819213867189
10,1,1,1.253631591796875,6.511026382446289,3.2558135986328125,8.26837158203125,4.170631408691406,-2.382080078125,5.015517234802246,66.849609375,3.141845703125,7.760986328125,4.619140625,10.942819213867189
0,0,-1,0.0419921875,0.450958251953125,0.2254638671875,0.9140625,0.27099609375,0.09619140625,0.1683349609375,3.2578125,0.96826171875,1.0634765625,0.09521484375,1.0748168945312502
1,0,-1,0.16748046875,1.39068603515625,0.6954345703125,1.58349609375,0.78662109375,-0.224609375,0.6702880859375,9.2421875,1.92919921875,2.4189453125,0.48974609375,2.6301025390625
2,0,-1,0.361572265625,1.9132804870605469,0.9566650390625,2.54248046875,1.124755859375,0.03662109375,1.4471435546875,22.3359375,2.685546875,2.47833251953125,-0.20721435546875,3.3053817749023438
3,0,-1,0.3626708984375,1.9862174987792969,0.993133544921875,3.541015625,1.170623779296875,0.06689453125,1.45147705078125,23.095703125,3.447265625,3.21466064453125,-0.23260498046875,3.9309951782226564
4,0,-1,0.401214599609375,2.4845848083496094,1.242279052734375,4.4736328125,1.464080810546875,-0.182373046875,1.60601806640625,27.564453125,4.19775390625,4.36309814453125,0.16534423828125,5.086488342285156
5,0,-1,0.43756103515625,2.813823699951172,1.406951904296875,5.44677734375,1.670379638671875,-0.064697265625,1.75140380859375,30.986328125,4.94189453125,4.96612548828125,0.02423095703125,5.849354553222656
6,0,-1,0.44171905517578125,2.9046287536621094,1.452362060546875,6.44580078125,1.71588134765625,-0.089111328125,1.7682342529296875,32.8505859375,5.63720703125,5.77813720703125,0.14093017578125,6.52413330078125
7,0,-1,0.6279983520507812,3.355501651763916,1.677825927734375,7.416015625,2.01129150390625,0.136474609375,2.5128631591796875,46.2568359375,6.3125,5.82330322265625,-0.48919677734375,7.137172889709473
8,0,-1,1.0183792114257812,4.911264896392822,2.455657958984375,7.6083984375,2.99468994140625,0.116455078125,4.0743865966796875,57.1630859375,6.99267578125,6.66705322265625,-0.32562255859375,8.904058265686036
9,0,-1,1.019683837890625,4.9595513343811035,2.47979736328125,8.60791015625,3.02313232421875,0.124267578125,4.079700469970703,58.16796875,7.6728515625,7.37115478515625,-0.30169677734375,9.493775367736816
10,0,-1,1.019683837890625,4.9595513343811035,2.47979736328125,8.60791015625,3.02313232421875,0.124267578125,4.079700469970703,58.16796875,7.6728515625,7.37115478515625,-0.30169677734375,9.493775367736816
0,0,-1,0.1400146484375,0.959747314453125,0.47998046875,0.5751953125,0.64404296875,-0.171875,0.56005859375,5.2109375,0.83203125,1.0703125,0.23828125,1.44730224609375
1,0,-1,0.297607421875,1.6439895629882812,0.822265625,1.43994140625,1.078857421875,0.17041015625,1.1904296875,11.5703125,2.0341796875,1.66943359375,-0.36474609375,2.4923858642578125
2,0,-1,0.427490234375,2.3001174926757812,1.150390625,2.31494140625,1.507568359375,0.49755859375,1.7099609375,16.40625,3.146484375,2.2646484375,-0.8818359375,3.5132843017578126
3,0,-1,0.628173828125,3.0819625854492188,1.541259765625,3.20166015625,1.9931640625,0.888671875,2.51318359375,25.3984375,4.193359375,2.502197265625,-1.691162109375,4.464303588867188
4,0,-1,0.6382598876953125,3.2670364379882812,1.6337890625,4.18701171875,2.103759765625,0.86279296875,2.5533447265625,26.9951171875,5.208984375,3.482177734375,-1.726806640625,5.297601318359375
5,0,-1,0.7254791259765625,3.8492507934570312,1.9248046875,5.1240234375,2.466552734375,1.15380859375,2.9019775390625,32.2958984375,6.2109375,3.910400390625,-2.300537109375,6.174688720703125
6,0,-1,0.7673492431640625,4.265922546386719,2.133056640625,6.08837890625,2.73193359375,1.3623046875,3.0693359375,35.8369140625,7.177734375,4.487060546875,-2.690673828125,6.993847656250001
7,0,-1,0.9016265869140625,4.871574401855469,2.435791015625,7.02734375,3.10986328125,1.6650390625,3.6064453125,43.2705078125,8.13818359375,4.76953125,-3.36865234375,7.826464843749999
8,0,-1,1.0627593994140625,5.5030670166015625,2.75146484375,7.97021484375,3.499267578125,1.98095703125,4.2509765625,52.5673828125,9.0732421875,4.9447021484375,-4.1285400390625,8.630538940429688
9,0,-1,1.1233062744140625,5.9779205322265625,2.9888916015625,8.92431640625,3.80224609375,2.21533203125,4.4930419921875,56.7197265625,10.0068359375,5.4342041015625,-4.5726318359375,9.454025268554688
10,0,-1,1.1233062744140625,5.9779205322265625,2.9888916015625,8.92431640625,3.80224609375,2.21533203125,4.4930419921875,56.7197265625,10.0068359375,5.4342041015625,-4.5726318359375,9.454025268554688
0,0,3,0.10797119140625,0.7621517181396484,0.381103515625,0.8642578125,0.515625,-0.380859375,0.431884765625,10.890625,0.1031494140625,0.82373046875,0.7205810546875,1.2183006286621094
1,0,3,0.126312255859375,0.8603458404541016,0.430206298828125,1.86328125,0.5753173828125,-0.33154296875,0.50518798828125,19.921875,0.3643798828125,0.86572265625,0.5013427734375,1.5195960998535156
2,0,3,0.12720870971679688,0.8790407180786133,0.43955230712890625,2.86279296875,0.5863113403320312,-0.33544921875,0.5087928771972656,21.796875,0.5323486328125,1.0386962890625,0.50634765625,1.8206790924072267
3,1,3,0.12916183471679688,0.9081459045410156,0.4541015625,3.86279296875,0.6039810180664062,-0.32080078125,0.5166358947753906,25.791015625,0.665283203125,1.098968505859375,0.433685302734375,2.073968505859375
4,1,3,0.13249969482421875,0.9444012641906738,0.47222900390625,4.86279296875,0.6261367797851562,-0.302734375,0.5299720764160156,30.685546875,0.8074951171875,1.15106201171875,0.34356689453125,2.3290826797485353
5,1,3,0.13398170471191406,0.9743971824645996,0.4872283935546875,5.86279296875,0.6449050903320312,-0.28759765625,0.5359535217285156,33.37890625,0.9638671875,1.23858642578125,0.27471923828125,2.596769905090332
6,1,3,0.13415145874023438,0.9841933250427246,0.49212646484375,6.86279296875,0.6511344909667969,-0.28271484375,0.5366697311401367,34.099609375,1.09814453125,1.35113525390625,0.25299072265625,2.860824775695801
7,1,3,0.1353302001953125,1.015552043914795,0.5078125,7.86279296875,0.6719474792480469,-0.2978515625,0.541407585144043,35.970703125,1.2281494140625,1.54095458984375,0.31280517578125,3.18103199005127
8,1,3,0.15850830078125,1.25276517868042,0.62640380859375,8.853515625,0.8369865417480469,-0.41650390625,0.634058952331543,41.392578125,1.3519287109375,1.99456787109375,0.64263916015625,3.802452278137207
9,1,3,0.26055908203125,1.997809886932373,0.99896240234375,9.75927734375,1.3030509948730469,-0.7890625,1.042262077331543,53.822265625,1.47430419921875,2.97406005859375,1.499755859375,5.080621528625489
10,1,3,0.26055908203125,1.997809886932373,0.99896240234375,9.75927734375,1.3030509948730469,-0.7890625,1.042262077331543,53.822265625,1.47430419921875,2.97406005859375,1.499755859375,5.080621528625489
0,0,1,0.08880615234375,0.76873779296875,0.38427734375,0.7587890625,0.44384765625,-0.2490234375,0.355224609375,4.96875,0.97314453125,1.3359375,0.36279296875,1.43184814453125
1,1,1,0.39080810546875,2.08941650390625,1.04443359375,1.1083984375,1.31298828125,-0.30419921875,1.563232421875,12.52734375,1.708984375,2.23046875,0.521484375,3.06251220703125
2,1,1,0.4071502685546875,2.3361549377441406,1.16778564453125,2.09814453125,1.4697265625,-0.1806640625,1.62860107421875,16.08984375,2.4560546875,2.710693359375,0.254638671875,3.698899841308594
3,1,1,0.5219573974609375,3.2597999572753906,1.62945556640625,2.7685546875,2.07470703125,-0.4345703125,2.08831787109375,21.31640625,3.1357421875,3.748779296875,0.613037109375,5.110606384277344
4,1,1,0.8815765380859375,4.658496856689453,2.32867431640625,3.08056640625,3.01025390625,-0.44140625,3.52679443359375,29.44140625,3.80908203125,4.491943359375,0.682861328125,6.736344909667968
5,1,1,1.3937835693359375,6.154117584228516,3.07672119140625,3.339111328125,4.05712890625,-0.31298828125,5.57366943359375,38.42578125,4.4755859375,4.8857421875,0.41015625,8.298924255371094
6,1,1,1.8708343505859375,7.645259857177734,3.82232666015625,3.603515625,5.09912109375,-0.19189453125,7.47991943359375,47.37890625,5.134765625,5.288330078125,0.153564453125,9.855805969238283
7,1,1,1.9901580810546875,8.58633041381836,4.29278564453125,4.23388671875,5.7490234375,-0.3212890625,7.95721435546875,52.3671875,5.82763671875,6.126220703125,0.298583984375,11.184272766113281
8,1,1,1.9924774169921875,8.648189544677734,4.3237152099609375,5.232421875,5.786895751953125,-0.31640625,7.966606140136719,53.5234375,6.53125,6.869384765625,0.338134765625,11.804502868652344
9,1,1,2.0435028076171875,8.96285629272461,4.4810638427734375,6.21533203125,6.000762939453125,-0.1591796875,8.170585632324219,58.2265625,7.16015625,7.10986328125,-0.05029296875,12.384495544433594
10,1,1,2.0435028076171875,8.96285629272461,4.4810638427734375,6.21533203125,6.000762939453125,-0.1591796875,8.170585632324219,58.2265625,7.16015625,7.10986328125,-0.05029296875,12.384495544433594
0,0,7,0.191650390625,1.09967041015625,0.5498046875,0.55078125,0.69677734375,0.2958984375,0.7666015625,6.68359375,1.17578125,0.6845703125,-0.4912109375,1.3595947265625
1,0,7,1.214111328125,2.731670379638672,1.3662109375,0.859375,1.68408203125,0.77880859375,4.8525390625,29.74609375,2.400390625,0.718658447265625,-1.681732177734375,2.9184036254882812
2,0,7,1.29132080078125,3.424724578857422,1.712890625,1.60546875,2.1103515625,0.702392578125,5.161376953125,33.7265625,3.583984375,1.898345947265625,-1.685638427734375,4.216682434082031
3,0,7,2.38018798828125,5.146271705627441,2.57373046875,1.83935546875,3.1376953125,1.197265625,9.512939453125,56.9140625,4.8212890625,1.936981201171875,-2.884307861328125,5.841708755493164
4,0,7,2.56842041015625,5.867199897766113,2.93408203125,2.74658203125,3.56103515625,1.5576171875,10.265869140625,65.4921875,6.0576171875,2.397674560546875,-3.659942626953125,6.850661087036133
5,0,7,2.82208251953125,7.041974067687988,3.521484375,3.173828125,4.2353515625,1.65234375,11.280517578125,72.6171875,7.2822265625,3.398651123046875,-3.883575439453125,8.394496536254882
6,0,7,3.99395751953125,8.769524574279785,4.38525390625,3.4088134765625,5.2607421875,2.1689453125,15.968017578125,97.4453125,8.5361328125,3.4264678955078125,-5.1096649169921875,10.03392219543457
7,1,7,5.14337158203125,10.469679832458496,5.2353515625,3.6712646484375,6.267578125,2.69873046875,20.565673828125,121.9609375,9.8076171875,3.4550323486328125,-6.3525848388671875,11.652729415893555
8,1,7,5.83575439453125,12.095915794372559,6.048828125,3.9669189453125,7.234375,3.20458984375,23.337158203125,138.1796875,11.083984375,3.6176300048828125,-7.4663543701171875,13.19755973815918
9,1,7,6.77960205078125,13.773406028747559,6.8876953125,4.2457275390625,8.2265625,3.73876953125,27.112548828125,159.2109375,12.3662109375,3.6768646240234375,-8.689346313476562,14.775907516479492
10,1,7,6.77960205078125,13.773406028747559,6.8876953125,4.2457275390625,8.2265625,3.73876953125,27.112548828125,159.2109375,12.3662109375,3.6768646240234375,-8.689346313476562,14.775907516479492
0,0,9,0.031585693359375,0.2002391815185547,0.10015869140625,0.99658203125,0.12213134765625,0.10009765625,0.12646484375,6.078125,0.47216796875,0.12548828125,-0.3466796875,0.4251762390136719
1,0,9,0.124542236328125,0.4550032615661621,0.22760009765625,1.9921875,0.27398681640625,0.2275390625,0.498046875,21.375,0.98193359375,0.148834228515625,-0.833099365234375,0.8530004501342774
2,0,9,0.157257080078125,0.6083469390869141,0.30426025390625,2.99072265625,0.3662109375,0.30419921875,0.6287841796875,30.40625,1.351318359375,0.2088623046875,-1.1424560546875,1.2089332580566405
3,0,9,0.224151611328125,0.8408794403076172,0.4205322265625,3.98681640625,0.50634765625,0.42041015625,0.8963623046875,42.3125,1.827392578125,0.2493896484375,-1.5780029296875,1.6233573913574217
4,0,9,0.464508056640625,2.1137008666992188,1.0567626953125,4.39306640625,1.40234375,0.23974609375,1.8572998046875,49.47265625,2.2919921875,1.0052490234375,-1.2867431640625,3.1630279541015627
5,0,9,0.556060791015625,2.3903090953826904,1.195068359375,5.38720703125,1.5699462890625,0.3779296875,2.2235107421875,62.51953125,2.8203125,1.03961181640625,-1.78070068359375,3.613594341278076
6,0,9,0.576324462890625,2.7315642833709717,1.36572265625,6.36572265625,1.7862548828125,0.20751953125,2.304443359375,65.666015625,3.35302734375,1.89752197265625,-1.45550537109375,4.511961650848389
7,0,9,0.714263916015625,3.0694929361343384,1.53466796875,7.35546875,1.991943359375,0.37646484375,2.856201171875,81.509765625,3.94970703125,1.92059326171875,-2.02911376953125,5.013490533828736
8,0,9,0.840972900390625,3.4103070497512817,1.705078125,8.34521484375,2.1990966796875,0.546875,3.362548828125,95.931640625,4.552734375,1.9508056640625,-2.6019287109375,5.518523454666139
9,1,9,0.946563720703125,3.7023154497146606,1.85107421875,9.33837890625,2.376708984375,0.69287109375,3.78515625,109.853515625,5.0947265625,1.979339599609375,-3.115386962890625,5.981026887893677
10,1,9,0.946563720703125,3.7023154497146606,1.85107421875,9.33837890625,2.376708984375,0.69287109375,3.78515625,109.853515625,5.0947265625,1.979339599609375,-3.115386962890625,5.981026887893677
0,0,1,0.37939453125,1.5105972290039062,0.75537109375,0.233154296875,1.03515625,-0.04638671875,1.517578125,9.1796875,0.5634765625,0.68017578125,0.11669921875,1.6795318603515625
